Trash Pollution,Oil Concentration,Bacteria Level,Algae Concentration,Humidity,Wind Direction,Air Temperature
High,1.85,337,7.23,73,122,6
Low,0.22,82,4.35,44,100,-2
,2.37,262,8.25,85,304,34
Low,1.44,386,1.55,21,137,-2
Medium,1.41,88,3.01,87,1,25
High,1.4,256,8.43,99,342,24
Medium,3.04,187,0.58,78,301,33
Medium,1.27,18,5.77,44,42,-9
Medium,0.22,158,0.37,50,101,24
High,1.86,298,8.61,86,221,33
Medium,2.52,328,3.26,62,267,40
Medium,1.44,180,0.04,18,18,-2
Medium,3.16,24,14.4,,194,23
Medium,1.61,244,9.96,88,220,22
Low,1.3,262,11.3,99,196,24
Medium,1.92,46,4.89,49,23,40
High,1.23,238,4.3,53,210,34
Low,1.9,305,5.94,60,168,39
High,1.99,354,11.52,90,224,27
High,2.58,200,6.73,69,301,34
Medium,1.65,200,5.14,26,164,-5
Medium,1.79,217,4.25,84,184,36
Medium,0.02,95,6,55,58,-2
Low,1.53,88,0.94,35,92,3
High,,355,7.8,40,338,24
High,0.77,162,2.34,17,142,23
High,2.25,370,8.66,66,344,32
Low,0.29,138,6,40,244,1
High,2.5,151,12.85,75,333,30
High,,178,2.9,34,164,
High,1.68,24,12.83,100,231,21
Low,3.99,47,3.75,58,198,24
High,0.49,149,0.54,55,51,17
Low,1.61,136,1.72,59,149,7
Medium,2.79,196,11.38,57,234,32
High,2.53,299,11.94,98,36,38
High,1.5,397,2.66,36,290,20
High,3.52,338,6.02,78,295,29
Low,1.51,29,8.66,14,91,13
Medium,0.71,128,4.89,37,89,17
Medium,3.6,324,4.28,56,311,26
High,1.5,118,6.76,54,221,25
Medium,0.78,354,6.8,44,159,10
Medium,1.89,88,2.63,36,158,18
Medium,1.9,270,12.54,62,332,22
Medium,2.56,74,13.41,91,290,29
High,2.41,155,14.89,66,357,30
Medium,1.75,22,2.45,41,50,24
High,2.04,371,12.78,94,306,
Medium,2.62,275,6.64,84,345,15
High,1.19,173,2.31,70,115,22
Medium,1.48,54,2.55,24,36,23
Medium,2.02,150,4.52,93,203,3
Medium,3.85,209,11.01,58,207,31
Low,1,82,6.74,28,159,9
Medium,1.95,368,5.62,87,323,23
High,1.46,300,12.83,24,307,24
Medium,3.08,285,11.68,85,312,20
High,3.95,144,3.19,27,71,-10
High,3.29,182,5.92,69,339,31
High,1.89,234,11.81,53,39,23
Medium,1.98,175,9.67,33,328,36
Medium,0.2,179,6.48,45,121,21
Low,0.35,59,6.48,46,110,-1
High,3.63,195,10.57,58,328,28
Medium,1.83,355,7.37,30,110,17
Low,3.51,106,1.64,52,129,27
High,3.26,350,11.63,70,256,24
Low,0.99,114,2.43,53,149,3
Low,0.96,120,1.63,33,67,20
Medium,3.2,276,11.09,94,198,40
Low,0,160,4.44,18,89,20
Low,1.31,288,12.73,67,327,39
High,1.93,67,10.41,57,310,19
High,3.52,50,11.96,60,195,32
Low,2.66,346,7.83,93,231,39
Medium,1.63,20,4.22,59,,3
High,1.46,387,8.06,94,296,26
High,2.78,293,10.28,65,296,25
High,0.25,103,6.86,32,189,3
Low,3.84,67,5.58,83,287,22
High,1.37,243,12.53,51,35,23
High,0.88,56,2.84,21,142,0
High,2.89,180,0.1,52,342,23
Medium,1.8,386,11.19,100,360,24
High,0.74,43,2.27,29,228,10
Low,3.14,179,4.29,84,329,32
Low,1.2,71,8.22,51,180,23
Medium,2.6,383,4.22,65,243,0
Medium,1.19,221,5.57,63,323,24
Low,0.82,109,5.53,53,85,5
Low,3.64,11,5.52,27,128,25
Medium,0.93,132,4.39,34,12,39
Medium,2.87,20,8.29,34,254,25
Medium,0.71,165,4.12,51,160,12
Low,3.84,320,7.72,64,358,22
Medium,1.37,333,5,50,347,36
Medium,1.06,73,0.58,99,161,3
Medium,1.33,270,4.06,61,274,40
Low,2.08,328,4.69,67,215,27
Low,1.37,156,4.78,76,32,32
Low,0.31,16,2.12,59,80,-1
High,0.26,151,4.9,52,0,3
Medium,2.03,342,5.79,74,220,27
Medium,1.54,21,5.57,38,103,0
Medium,1.27,70,6.41,85,118,9
Medium,2.81,126,2.83,,75,0
Medium,0.14,89,7.23,16,19,-7
Low,1.76,202,2.14,35,17,4
Medium,2.56,188,8.69,66,146,25
Medium,1.9,283,10.71,25,,28
Medium,0.12,98,4.62,47,136,21
Low,0.08,116,4.71,17,182,25
Medium,1.22,315,4.43,35,103,27
Medium,0.66,130,6.06,33,63,19
High,1.67,271,5.94,77,335,-3
Low,1.18,106,0.15,25,195,37
Low,3.92,211,5.12,41,269,31
Low,0.41,319,6.76,30,99,24
Low,0.54,387,3.38,65,333,32
Medium,0.63,226,4.18,43,64,38
Medium,3.77,357,6.5,88,287,29
High,3.06,101,6.95,15,306,31
Low,1.78,67,0.9,47,82,-3
Low,0.68,58,6.56,49,,36
Low,1.83,190,5.82,21,50,6
Medium,1.13,196,5.56,25,60,-4
High,1.76,180,1.03,15,171,25
High,0.51,303,1.25,27,113,8
High,1.87,180,5.96,95,151,11
High,2.78,187,11.64,66,338,30
Low,1.98,174,4.81,82,243,28
High,1.69,170,7.68,33,265,21
High,2.58,210,7.59,72,335,39
High,3.1,275,6.22,50,307,34
Medium,1.79,38,6.18,54,313,24
Medium,0.07,245,7.91,87,302,40
Medium,3.14,66,9.71,64,277,24
Medium,3.59,281,6.24,55,196,33
Low,1.29,191,7.09,92,205,28
High,,49,3.92,23,197,25
,1.11,118,5.59,34,20,21
High,0.2,219,9.02,52,254,
Medium,2.6,160,6.47,74,311,23
High,3.49,58,7.29,91,335,33
Medium,3.71,380,9.74,31,182,
Low,1.96,137,1.86,29,175,-9
Medium,2.77,176,8.99,60,233,27
Low,0.61,188,2.64,39,87,27
High,3.56,359,10.51,77,116,25
Medium,1.79,181,14.81,58,188,29
Medium,1.52,33,0.89,36,166,
Low,1.5,341,12.97,58,283,32
Medium,0.91,273,1.72,31,186,37
Medium,0.13,18,5.22,36,82,-5
Medium,2.2,29,9.26,91,187,32
Medium,1.41,215,3.55,41,44,-4
Low,1.21,359,10.73,52,319,-9
High,3.59,206,11.62,93,208,24
Low,3.21,380,8.44,98,340,23
Low,1.48,185,5.36,20,117,20
Medium,1.29,60,3.95,18,297,10
Medium,0.13,97,1.73,52,67,22
Low,1.54,16,1.33,25,133,12
Low,1.5,229,13.82,79,63,33
Medium,1.8,35,3.62,20,24,12
High,1.6,274,4.92,74,281,30
High,3.66,322,12.84,97,281,32
Low,0.39,115,0.19,32,282,0
Low,0.09,197,8.71,33,195,22
Low,0.09,384,6.23,29,44,24
High,1.28,236,2.6,98,339,40
Medium,1.72,21,10.49,72,317,40
Medium,1.4,167,5.62,37,150,12
High,2.91,372,4.87,73,343,24
Low,0.47,78,5.3,,199,18
Low,1.79,41,5.5,25,190,24
,1.73,211,7.05,56,184,31
Medium,1.5,318,9.7,,305,20
High,0.32,306,4.98,26,314,2
Medium,2.08,46,1.38,85,255,24
High,1.54,385,8.33,59,303,20
Medium,3.46,279,5.76,85,237,
High,0.39,163,1.74,51,47,38
Low,1.1,187,2.95,57,156,3
Low,1.65,188,8.04,67,100,-6
Low,1.79,314,7.97,88,276,34
Medium,0.8,23,9.16,16,216,-9
Low,0.76,93,3.71,25,152,3
Medium,1.2,384,5.52,58,227,29
Medium,1.51,170,0.04,58,259,23
Medium,2.01,29,8.01,78,158,29
Low,0.69,103,7.24,56,92,36
Medium,1.53,68,4.8,14,18,22
Low,0.07,190,1.69,,171,19
High,1.41,182,12.46,73,237,20
Low,0.93,292,13,53,176,22
Medium,0.89,186,5.17,41,40,25
High,3.44,306,10.17,64,197,33
Low,1.45,182,5.58,31,53,37
Medium,3.18,111,8.07,56,332,22
Medium,1.56,62,2.17,60,149,14
Medium,3.65,347,5.22,37,295,33
High,1.43,145,6.48,27,68,22
Medium,0.19,146,5.11,33,10,3
Low,1.48,65,1.92,24,43,-1
Medium,1.6,175,1.18,54,79,11
High,3.75,295,2.78,55,297,20
Low,3.15,162,1.57,65,138,-1
High,3.77,313,5.13,71,247,25
Low,1.18,168,4.58,31,107,21
Medium,2.06,313,10.71,63,194,33
Low,1.7,67,14.95,90,2,34
High,0.21,271,0.79,14,79,34
High,2.67,342,1.85,69,338,40
Low,2.04,337,5.43,88,92,34
Medium,3.22,332,12.94,69,228,36
Low,1.07,80,6.21,47,162,39
Medium,0.13,155,3.69,59,61,-2
High,2.73,380,9.74,63,243,20
Low,1.79,110,1.64,46,102,5
Medium,2.28,19,12.96,59,321,19
,1.52,121,5.08,63,329,40
Low,0.22,332,3.03,53,317,32
High,1.71,377,6.67,90,191,34
High,1.46,43,0.4,19,117,40
High,3.42,393,0.12,,187,40
Low,0.87,258,12,29,328,36
Low,3.63,335,7.39,50,358,34
Low,0.03,183,10.22,24,214,-9
Medium,2.84,213,12.62,85,351,27
Medium,1.23,119,2.75,17,27,23
Medium,0.65,282,5.91,40,189,15
Low,1.57,133,6.77,42,165,22
Medium,0.48,172,6.97,56,171,0
Medium,0.25,177,3.32,18,87,-2
High,3.95,234,9.26,78,270,31
Medium,1.95,305,14.76,97,247,39
High,1.34,185,14.91,54,229,27
Low,2.07,90,5.15,20,194,0
Medium,3.07,40,4.58,91,72,10
High,3.45,393,7.58,98,358,24
Medium,0.88,148,2.56,26,340,1
Low,1.04,181,1.24,38,61,22
Medium,0.74,138,6.23,48,,-8
Medium,0.14,153,7.12,28,167,-8
Medium,3.38,319,2.42,54,348,6
High,1.53,340,12.33,52,333,30
Medium,1.23,144,1.83,34,49,33
Medium,1.19,317,5.59,31,78,12
Low,0.34,165,4.43,25,101,39
High,0.88,31,7.37,51,296,20
Low,1.74,189,1.29,26,,13
Low,2.39,237,5.94,75,340,34
Low,0.02,187,6.87,59,138,21
High,0.63,2,7.2,46,175,-8
High,2.28,110,11.91,94,199,36
High,,236,7.36,79,14,26
High,0.3,154,0.29,34,145,9
High,0.73,289,5.96,83,181,22
High,1.28,188,12.67,77,204,30
Low,2.15,272,12.35,22,333,36
High,1.93,325,4.7,,235,20
Medium,0.37,48,6.74,54,55,9
High,1.31,115,4.47,88,186,36
Low,2.94,308,9.78,14,292,
Medium,3.55,186,2.23,44,56,-2
Medium,1.81,51,7.35,16,179,-3
High,3.67,143,3.13,,113,32
Low,2.27,238,10.24,57,187,30
Low,2.34,172,6.08,30,259,22
Low,0.14,134,3.49,25,193,7
High,,279,8.71,52,230,25
Low,3.12,279,8.97,98,222,39
Medium,1.93,159,4.68,48,355,12
,2.39,261,8.45,93,208,23
Medium,2.99,153,9.86,89,347,36
Medium,,346,5.12,46,214,35
Low,1.63,41,8.66,26,150,3
High,1.97,368,10.22,58,,21
Low,0.75,45,3.65,19,173,19
High,3.86,380,8.22,85,132,36
High,3.86,389,6.59,,292,20
Medium,1.29,285,6.91,,145,36
High,,266,5.7,67,255,25
Medium,3.24,320,4.95,67,220,22
Medium,2.42,214,4.33,91,335,29
Low,3.32,167,0.87,38,130,-8
Medium,1.59,235,12.38,55,339,23
Low,1.17,42,5.73,41,16,21
Medium,1.67,117,0.52,36,45,-5
High,2.74,251,11.67,96,182,24
High,3.19,192,9.17,53,357,7
High,2.35,142,14.53,85,236,22
Low,1.54,129,5.78,17,103,-1
High,1.42,346,8.03,55,336,22
Medium,1.11,163,1.5,45,86,15
High,1.23,332,4.99,91,253,21
Medium,2.29,327,5.02,42,27,10
Low,1.35,348,12.48,83,223,20
Medium,0.97,332,1.43,42,139,15
Low,1.55,308,3.04,,147,10
Low,1.06,385,5.78,38,359,-7
High,1.9,390,5.55,95,194,23
Medium,3.34,310,4.26,78,189,34
Medium,0.49,35,5.71,,7,26
Low,1.73,186,12.71,54,184,33
High,1.88,31,6.18,28,43,6
Medium,1.57,9,1.9,35,35,23
High,1.53,181,4.22,58,188,29
Medium,2.93,305,11.51,78,320,22
Medium,1.69,302,11.22,54,246,34
Medium,1.59,306,9.93,25,51,-8
Medium,3.84,159,13.47,59,198,27
High,3.48,166,12.65,65,349,29
High,2.08,161,11.72,60,292,30
High,1.57,215,10.4,85,207,24
Low,1.62,193,5.24,42,7,15
Low,2.71,108,12.64,86,276,26
Medium,1.85,172,1.19,16,157,23
Medium,3.61,180,12.14,83,253,36
High,2.76,384,9.07,95,323,27
Medium,,149,4.2,32,29,1
High,3.24,235,4.79,80,244,12
High,1.46,364,7.29,64,319,32
Medium,0.91,318,4.52,29,73,20
Low,2.21,15,6.27,97,278,27
,,133,0.86,19,314,5
Medium,3.38,162,8.08,89,247,22
Medium,0.98,152,3.58,41,200,22
Medium,0.63,175,2.08,52,292,29
Low,1.3,183,5.02,38,120,35
Medium,1.21,228,5.58,81,215,11
Low,0.92,58,2.2,14,152,24
High,2.02,292,5.49,65,317,31
Medium,3.22,165,6.06,73,230,31
Medium,0.43,13,7.06,51,34,3
High,1.43,96,0.21,24,46,10
Low,0.7,15,6,25,28,10
,2.51,158,5.8,18,36,14
Low,0.57,174,3.63,,33,3
Low,3.37,387,11.33,76,207,-5
Medium,2.48,117,12.76,34,85,-8
High,3.86,16,8.97,67,323,20
Medium,0.1,6,5.79,67,123,21
High,2.26,205,11.85,78,297,20
High,2.13,383,13.1,61,256,-4
High,0.23,281,13.74,69,219,8
Low,1.5,138,2.01,21,187,19
Low,1.67,13,4.5,87,107,15
Medium,3.63,385,14.91,57,213,35
High,0.46,146,5.51,43,127,16
High,3.55,378,13.23,,235,-10
Medium,2.71,90,6.29,,198,36
High,3.27,333,7.59,70,236,27
Medium,2.49,255,10.2,94,105,30
Medium,0.48,135,5.27,39,54,0
Medium,2.74,285,10.77,87,248,40
High,1.87,343,12.98,66,347,
High,2.76,228,4.04,74,201,38
Medium,1.26,389,8.72,65,255,26
Medium,1.71,63,12.24,53,300,36
Low,0.23,152,3.79,51,125,19
Low,0.78,154,13.64,51,46,35
Low,3.13,315,4.25,97,217,38
Low,1.56,282,5.09,29,90,10
High,0.58,45,7.23,45,109,6
Low,0.39,319,5.48,78,190,40
High,0.39,48,3.44,43,133,8
Medium,3.16,150,5.07,86,242,
Medium,1.87,182,5.8,44,158,15
High,1.95,230,9.33,20,194,22
High,3.14,299,14.32,69,310,-5
Low,1.07,261,9.59,89,295,35
Medium,1.46,309,9.57,89,213,31
Medium,1.22,28,12.38,95,181,37
Low,1.77,300,4.21,78,196,32
,2.21,12,4.93,32,121,30
Medium,1.56,331,2.04,49,214,17
Medium,2.7,155,9.06,66,193,32
High,2.01,387,13.67,64,180,25
Medium,1.32,79,7.02,,247,38
High,0.83,67,12.47,48,,19
Medium,2.03,322,5.78,19,171,4
High,0.47,31,2.43,42,150,-5
High,1.61,114,12.54,72,183,26
Medium,2.3,394,4.8,76,265,30
Medium,0.33,59,6.31,37,70,12
Medium,2.11,392,12.07,74,188,20
High,2.34,242,14.04,,320,37
Medium,1.45,89,2.91,47,,21
High,1.62,112,6.95,,139,-1
Low,0.3,49,1.53,49,192,19
Medium,0.64,135,3.44,83,157,-10
,,20,1.83,57,35,18
Medium,3.06,316,6.27,71,102,37
Medium,2.23,168,14.62,58,283,25
Medium,3.04,161,8.81,70,205,13
High,1.49,173,5.58,59,66,13
Low,,132,7.68,92,,-3
High,1.92,206,5.46,97,332,20
Medium,1.63,38,1.38,,151,-3
Medium,1.23,91,0.71,20,78,9
Medium,1.92,147,6.36,45,24,-9
Low,1.71,59,14.87,60,64,13
Medium,1.68,390,0.14,76,201,28
Medium,1.64,223,12.06,50,,36
High,3.07,392,6.5,81,259,28
High,3.98,169,7.68,,301,35
Medium,3.63,146,5.8,69,222,40
Medium,1.33,164,11.61,34,230,24
Medium,3.02,369,12.74,55,226,3
Medium,1.73,210,6.19,89,284,
Medium,1.16,190,5.06,37,0,40
High,1.23,165,12.95,58,61,9
,0.35,178,9.67,85,277,39
Low,1.63,101,5.89,,41,-3
Low,0.25,160,7.1,39,44,21
High,2.31,400,9.67,67,246,33
Medium,3.56,253,10.94,25,238,29
High,3.8,394,11.43,59,225,24
Medium,0.2,91,6.05,40,20,13
Low,3.67,155,6.77,97,202,24
High,1.45,162,8.64,53,311,23
Medium,2,115,4.03,76,73,3
High,1.56,252,0.15,53,69,4
Medium,1.37,215,6.56,55,94,7
High,1.48,211,1.31,100,256,31
High,1.9,286,7.2,94,292,14
Low,2.34,254,9.71,78,317,22
Low,1.22,104,6.76,40,195,6
Low,2.17,257,4.99,59,190,-4
Low,3.63,261,8.92,53,308,22
High,0.03,184,0.71,42,72,21
Low,1.87,152,2.23,42,123,-2
Medium,,351,8.83,89,267,32
High,2.71,395,9.63,77,305,
Low,3.73,186,11.58,82,334,26
Medium,1.64,172,6.15,28,152,21
Medium,1.42,324,7.44,87,264,30
Medium,1.61,57,7.15,85,179,33
Medium,1.86,358,5.96,73,308,22
Low,2.42,338,6.84,70,,-6
Medium,0.34,177,4.02,22,172,20
Low,1.4,333,5.96,77,199,30
High,1.26,208,0.45,71,265,40
Medium,2.87,154,1.09,68,188,23
Medium,2.49,132,5.34,19,24,7
Low,2.64,129,8.02,52,87,22
High,1.87,344,14.72,53,195,24
Low,1.75,95,2.84,32,83,21
Medium,1.39,167,6.54,64,7,24
Medium,1.6,180,3.46,30,61,-2
Medium,3.42,331,11.06,85,325,40
Low,1.52,73,6.16,48,169,19
Low,1.28,122,8.47,59,171,16
Low,0.78,187,6.92,41,204,25
Medium,3.36,239,2.99,51,61,2
Low,0.39,94,4.1,59,102,25
Medium,,340,9.2,82,192,14
Low,2.45,223,7.79,90,256,36
High,3.8,169,4.59,89,217,23
Medium,,369,2.31,51,293,35
Low,0.32,26,3.94,45,155,20
High,0.98,67,6.72,30,116,0
Low,1.74,322,4.79,42,51,-2
Low,2.47,399,7.71,80,267,29
High,0.11,50,6.64,40,337,-5
Medium,1.67,240,6.4,75,218,37
Medium,0.4,94,5.11,51,35,24
Medium,2.13,303,8.79,96,270,20
Medium,3.7,111,12.03,82,271,20
,0.21,61,6.03,67,127,0
Medium,2.98,315,6.09,62,288,22
Medium,0.15,208,9.8,65,180,23
High,1.73,88,12.44,42,125,38
Medium,3.32,150,8.02,85,11,14
Medium,1.88,241,0.5,29,96,-4
Low,0.3,325,2.14,33,96,-8
Medium,2.67,264,2.17,97,187,27
Medium,1.88,64,13.65,33,189,-6
Low,2.51,97,6.31,27,100,31
High,0.31,106,5.2,55,172,11
High,3.74,318,3.57,92,198,23
Medium,1.64,92,5.37,53,161,1
Low,1.97,363,6.24,81,328,24
Medium,2.66,387,4.29,63,199,24
High,1.72,303,12.72,22,261,34
High,3.52,245,6.98,55,199,28
Medium,3.97,76,8.67,55,235,29
,2.18,283,6.49,67,227,34
Low,2.63,210,5.93,83,233,-1
High,2.62,211,11.32,85,221,33
,1.7,185,6.02,77,309,22
Medium,1.54,319,4.17,64,271,29
Low,2.81,208,5.18,78,327,30
,0.69,178,10.46,14,56,5
Low,2.88,192,12.27,93,322,40
Medium,0.48,330,4.21,20,199,-2
High,1.66,167,5.4,,246,24
High,1.05,183,5.72,,208,14
High,0.51,32,6.72,31,84,4
High,3.52,302,12.43,78,277,23
High,1.5,246,4.07,54,222,22
High,2.85,47,3.36,37,157,
Low,0.18,250,4.98,53,129,21
High,2.66,242,4.02,87,312,40
High,1.68,378,10.03,59,277,40
Low,4,338,12.64,85,349,25
Low,0.24,169,4.27,56,43,7
Medium,1.56,169,3.72,53,125,23
Low,1.4,160,4.84,33,233,-5
Medium,0.54,167,6.96,27,160,20
Low,1.37,185,2.91,59,127,20
High,1.23,28,7.11,60,319,
Low,1.39,357,3.51,36,82,15
Medium,3.81,280,14.21,71,207,23
Medium,1.23,158,4.45,15,163,25
Medium,3.07,171,6.91,75,188,35
High,2.79,393,5.79,89,249,31
Medium,2.46,301,14.79,58,198,40
Low,1.07,195,0.14,98,225,-9
Medium,1.38,12,6.32,34,42,-4
High,,275,14.89,16,303,21
Low,2.22,121,6.8,47,118,18
High,2.62,206,13.26,80,269,36
High,1.99,207,14.82,88,308,39
Low,0.76,136,0.72,58,143,-9
High,3.2,383,9.3,70,327,35
High,0.4,132,3.21,23,153,13
Medium,1.93,345,10.15,64,260,24
Medium,0.38,143,7.01,40,122,22
High,3.66,318,8.42,78,308,35
Medium,1.44,120,10.86,58,19,1
Low,0.7,6,9.75,60,91,13
Medium,0.93,79,2.66,46,185,19
High,0.1,181,6.58,49,175,
Low,0.4,180,12.91,39,167,23
High,0.31,48,3.72,,197,36
Medium,1.78,13,0.93,60,18,7
Low,3.63,118,14.59,98,101,25
Medium,0.01,37,0.84,82,114,23
Low,3.04,179,9.48,65,255,39
Low,1.23,123,0.43,33,41,3
Medium,1.4,225,8.92,78,329,23
High,0.2,140,4.86,20,65,8
Medium,2.22,345,13.16,60,274,39
Medium,0.4,57,4.71,60,27,23
Medium,0.25,288,1.66,39,200,5
Low,2.86,63,6.18,14,83,22
Medium,3.49,246,12.55,51,139,30
High,3.79,222,7.83,52,269,36
Medium,1.34,194,8.43,67,211,9
Medium,1.31,175,3.38,64,89,24
High,0.22,152,10.18,91,320,15
Medium,3.59,169,4.39,76,289,27
High,1.19,124,1.19,36,7,-10
Low,0.23,185,0.61,87,141,10
Medium,3.6,156,7.77,58,291,32
Low,1.74,67,1.47,33,103,22
Low,0.14,140,1.26,34,125,0
Medium,0.39,165,14.76,15,151,0
Medium,0.64,54,0.72,42,35,5
Medium,2.18,89,11.92,40,187,21
Medium,1.76,232,1,49,53,3
Medium,,358,2.55,25,83,-1
High,3.72,367,7.25,71,329,33
Medium,1.55,113,6.99,27,70,21
High,3.4,115,4.1,20,162,-8
Low,0.83,126,6.1,32,55,17
,0.71,35,5.4,39,79,-1
Medium,1.96,194,12.49,33,152,10
Low,1.12,396,11.45,95,294,29
Low,0.23,179,10.97,31,140,20
High,3.11,348,7.72,59,206,21
Medium,3.42,192,4.27,,210,
High,3.37,352,4.84,55,,23
High,0.85,173,6.17,20,128,5
Low,3.19,270,8.11,21,22,22
Medium,2.66,352,15,72,221,30
Low,3.58,286,8.22,71,218,32
Low,0.62,36,3.64,24,38,13
Medium,1.69,158,14.62,67,263,25
High,1.41,232,5.16,96,287,25
Low,0.25,119,3.25,41,152,20
Low,1.64,280,10.12,96,5,24
High,2.04,171,3.78,98,320,-9
Medium,0.21,41,1.4,41,176,-6
Low,2.61,173,4.33,63,185,38
Medium,1.87,196,3.17,51,200,-6
Medium,1.96,231,2.76,29,141,-3
High,0.52,11,6.01,43,165,3
Low,1.59,178,7.11,24,87,14
Low,0.6,14,5.44,55,79,-10
High,1.83,182,7.46,60,254,33
Low,0.88,353,4.3,58,32,40
Low,2.31,351,10.26,74,258,
High,3.67,196,14.84,63,345,26
Medium,1.51,233,6.78,92,318,29
Medium,0.95,355,2.85,47,64,-9
Low,1.84,200,2.61,18,46,13
High,2.5,60,4.49,74,347,25
Medium,3.46,164,8.26,41,348,27
High,2,155,12.27,96,220,39
Low,1.87,341,3.96,83,355,24
Medium,1.67,171,6.17,95,290,30
Medium,0,182,1.09,55,14,-2
Medium,3.71,98,0.74,19,65,15
Medium,3.05,218,7.51,91,201,25
High,1.15,257,0.39,16,65,-2
Low,2.03,309,12.5,83,211,38
Medium,3.55,163,3.44,28,89,28
Medium,1.94,340,4.24,80,213,35
Low,0.14,135,5.88,27,165,4
High,3.36,153,8.71,,352,
Low,1.43,3,5.77,48,125,17
High,2.3,187,2.33,30,152,8
Medium,1.91,22,1.12,65,240,6
Medium,3.02,320,6.37,58,309,40
Medium,0.56,180,2.68,48,186,-2
Medium,2.02,174,5.41,36,296,31
Medium,1.36,220,11.22,52,225,28
Medium,3.29,331,14.89,,262,20
Medium,1.11,241,6.3,53,108,23
Medium,3.82,171,5.5,40,122,10
High,1.43,42,4.43,38,96,3
High,3.68,378,14.93,59,341,39
High,,357,12.14,63,188,37
Low,0.84,151,6.07,52,188,17
High,2.9,369,13.31,90,197,37
Low,1.44,255,14.02,64,180,28
High,2.76,48,5.99,51,313,7
High,0.6,115,1.86,27,24,14
High,0.8,133,6.5,63,43,1
Low,3.36,168,5.25,54,96,12
Low,0.99,125,7.93,89,194,0
Medium,2.24,391,11.3,73,265,23
Medium,1.96,268,12.36,96,109,20
High,1.76,179,11.2,57,133,14
High,1.71,4,5.54,99,181,9
Medium,0.61,366,14.63,67,224,21
Low,0.88,57,0.08,46,288,19
Medium,1.51,194,4.57,14,131,-2
High,0.75,61,6.03,52,152,1
Low,0.89,160,2.17,40,80,
High,0.02,301,7.21,67,295,32
Medium,0.05,46,6.68,20,242,-1
Medium,1.13,170,2.69,30,199,21
High,1.68,209,3.45,17,40,7
Medium,0.09,112,6.31,36,13,-1
High,1.22,154,0.97,42,84,-7
Low,3.08,335,13.62,85,283,36
Medium,0.35,367,11.55,65,54,33
Low,0.02,31,4.53,48,156,9
Low,1.16,150,7.55,,345,25
Medium,2.58,295,11.87,24,334,30
Medium,0.82,31,4.74,70,12,33
High,2.12,332,10.57,66,283,25
Medium,3.99,321,6.35,54,250,31
High,2.79,197,13.76,63,226,22
Medium,1.24,60,6.53,54,42,-4
High,1.33,25,0.44,38,163,22
Low,0.95,147,9.35,36,135,24
,1.25,151,4.18,28,74,-1
Low,3.53,361,6.54,91,276,27
Low,1.07,190,3.18,51,165,30
High,2.12,168,4.93,17,292,39
Low,1.13,84,3.42,53,92,11
Low,0.4,150,0.95,19,28,20
Medium,1.5,35,8.29,29,150,-6
Low,2.25,123,13.09,71,196,21
Low,1.02,181,1.55,21,163,-4
,0.11,128,4.4,20,306,18
Medium,0.01,140,12.7,43,100,8
Medium,3.16,377,6.07,30,306,31
High,2.32,397,4.7,87,322,31
Low,1.55,340,6.84,51,104,30
Medium,1.58,146,4.06,79,271,23
Medium,,117,5.65,82,141,-1
Medium,1.53,330,4.46,60,254,20
High,0.04,146,0.5,25,64,30
High,2.05,225,5.13,72,77,0
High,2.38,268,11.17,100,318,23
Low,0.81,14,6.72,23,35,17
High,1.7,183,7.87,93,346,26
Low,0.43,81,7.11,22,137,19
High,1.07,31,4.38,60,63,2
Low,3.07,72,13.07,54,195,0
Low,1.48,28,5.45,33,57,12
Low,1.18,80,6.91,14,,1
Low,1.1,4,3.77,56,71,6
Low,1.64,51,6.22,14,109,14
Low,1.75,40,6.75,24,116,10
Low,1.51,98,1.61,17,51,31
Medium,,397,6.85,83,194,29
High,2.54,143,5.02,23,133,
High,1.65,146,1.71,76,,40
Medium,2.14,253,13.33,69,,30
High,0.17,198,4.15,100,252,35
High,1.91,176,1.41,48,153,-6
High,2.91,276,7.44,94,231,5
High,1.87,395,6.49,88,206,22
Low,,131,1.6,16,183,-9
Medium,2.92,312,4.25,59,224,25
Low,1.4,139,7.61,75,216,21
Low,3.04,186,6.61,23,35,-6
Low,1.26,153,7.17,24,302,3
Medium,1.4,161,0.93,30,149,17
Medium,0.16,127,1.32,22,157,16
Medium,0.32,112,7.25,16,16,17
High,1.98,360,6.44,71,180,26
Medium,3.14,339,4.78,97,82,33
Medium,2.99,349,4.63,77,230,7
High,0.94,167,5.39,44,119,-3
High,2.2,23,5.22,29,46,1
High,1.69,384,1.26,72,352,39
High,3.18,156,5.75,70,197,39
Medium,2.18,59,11.34,16,330,20
Low,1.41,255,7.92,42,250,36
Low,3.89,35,2.52,51,160,-3
Low,3.96,252,5.35,84,259,36
High,,239,12.87,59,292,34
Low,3.45,221,9.49,65,279,20
Low,3.15,224,7.95,,301,32
Medium,,164,3.56,47,190,33
Medium,0.49,156,1.43,39,188,0
Low,0.68,115,6.51,51,84,30
Low,0.47,164,4.38,53,200,17
Medium,3.27,23,13.77,70,281,34
Low,1.12,78,2.44,30,143,-2
Medium,0.2,133,12.31,30,79,18
Medium,0.83,86,2.14,59,125,-2
Medium,0.57,2,3.7,53,190,18
Medium,1.98,126,7.34,17,192,17
Medium,0.22,226,4.87,17,58,-10
